id,retweet_count,favorite_count
667393430834667520,51,178
667369227918143488,151,337
667211855547486208,220,445
667200525029539841,238,569
667192066997374976,88,350
667188689915760640,355,677
667182792070062081,5550,13099
667177989038297088,50,176
667176164155375616,414,555
667174963120574464,71,227
667171260800061440,74,200
667165590075940865,1023,2474
667160273090932737,55,232
667152164079423490,15255,43870
667138269671505920,1974,4186
667119796878725120,118,303
667090893657276420,112,304
667073648344346624,106,370
667070482143944705,13,75
667065535570550784,40,154
667062181243039745,47,201
667044094246576128,44,172
667012601033924608,197,417
666996132027977728,80,223
666983947667116034,880,2330
666837028449972224,494,740
666835007768551424,71,190
666826780179869698,81,234
666817836334096384,228,467
666804364988780544,82,213
666786068205871104,433,684
666781792255496192,173,350
666776908487630848,152,316
666739327293083650,60,215
666701168228331520,194,388
666691418707132416,44,169
666649482315059201,563,1021
666644823164719104,73,216
666454714377183233,191,465
666447344410484738,18,94
666437273139982337,42,110
666435652385423360,45,146
666430724426358785,172,288
666428276349472768,70,147
666421158376562688,95,289
666418789513326592,39,110
666411507551481857,283,391
666407126856765440,31,98
666396247373291520,72,151
666373753744588802,75,167
666362758909284353,495,689
666353288456101888,63,192
666345417576210432,128,266
666337882303524864,81,174
666293911632134144,305,447
666287406224695296,57,131
666273097616637952,69,156
666268910803644416,32,93
666104133288665088,5722,13129
666102155909144576,11,69
666099513787052032,57,139
666094000022159362,65,152
666082916733198337,41,100
666073100786774016,140,280
666071193221509120,52,134
666063827256086533,188,429
666058600524156928,49,103
666057090499244032,117,263
666055525042405380,211,393
666051853826850816,739,1081
666050758794694657,51,119
666049248165822465,38,93
666044226329800704,122,259
666033412701032449,39,107
666029285002620928,41,117
666020888022790149,443,2342
